locus_tag	gene	type	rv_equivalent	start	end	strand	source	note
ErdFL_3615	ErdFL_3615	CDS		3893071	3893935	-	bakta	De novo annotation with bakta
ErdFL_3616	ErdFL_3616	gene		3894001	3894412	-	bakta	De novo annotation with bakta
ErdFL_3616	ErdFL_3616	CDS		3894001	3894412	-	bakta	De novo annotation with bakta
ErdFL_3617	ErdFL_3617	gene	Rv3468c	3894586	3895681	-	ratt	Simliar to Rv3468c of M. tuberculosis H37Rv
ErdFL_3617	ErdFL_3617	CDS	Rv3468c	3894586	3895681	-	ratt	Simliar to Rv3468c of M. tuberculosis H37Rv
ErdFL_3618	mhpE	gene	Rv3469c	3895684	3896695	-	ratt	Simliar to Rv3469c of M. tuberculosis H37Rv
ErdFL_3618	mhpE	CDS	Rv3469c	3895684	3896695	-	ratt	Simliar to Rv3469c of M. tuberculosis H37Rv
ErdFL_3619	ilvB2	gene	Rv3470c	3896755	3898414	-	ratt	Simliar to Rv3470c of M. tuberculosis H37Rv
ErdFL_3619	ilvB2	CDS	Rv3470c	3896755	3898414	-	ratt	Simliar to Rv3470c of M. tuberculosis H37Rv
ErdFL_3620	ErdFL_3620	gene	Rv3471c	3898419	3898953	-	ratt	Simliar to Rv3471c of M. tuberculosis H37Rv
ErdFL_3620	ErdFL_3620	CDS	Rv3471c	3898419	3898953	-	ratt	Simliar to Rv3471c of M. tuberculosis H37Rv
ErdFL_3621	ErdFL_3621	gene	Rv3472	3898973	3899480	+	ratt	Simliar to Rv3472 of M. tuberculosis H37Rv
ErdFL_3621	ErdFL_3621	CDS	Rv3472	3898973	3899480	+	ratt	Simliar to Rv3472 of M. tuberculosis H37Rv
ErdFL_3622	bpoA	gene	Rv3473c	3899559	3900345	-	ratt	Simliar to Rv3473c of M. tuberculosis H37Rv
ErdFL_3622	bpoA	CDS	Rv3473c	3899559	3900345	-	ratt	Simliar to Rv3473c of M. tuberculosis H37Rv
ErdFL_3623	PE31	gene	Rv3477	3902346	3902643	+	ratt	Simliar to Rv3477 of M. tuberculosis H37Rv
ErdFL_3623	PE31	CDS	Rv3477	3902346	3902643	+	ratt	Simliar to Rv3477 of M. tuberculosis H37Rv
ErdFL_3624	PPE60	gene	Rv3478	3902679	3903861	+	ratt	Simliar to Rv3478 of M. tuberculosis H37Rv
ErdFL_3624	PPE60	CDS	Rv3478	3902679	3903861	+	ratt	Simliar to Rv3478 of M. tuberculosis H37Rv
ErdFL_3625	ErdFL_3625	gene	Rv3479	3904073	3907139	+	ratt	Simliar to Rv3479 of M. tuberculosis H37Rv
ErdFL_3625	ErdFL_3625	CDS	Rv3479	3904073	3907139	+	ratt	Simliar to Rv3479 of M. tuberculosis H37Rv
ErdFL_3626	ErdFL_3626	gene	Rv3480c	3907162	3908656	-	ratt	Simliar to Rv3480c of M. tuberculosis H37Rv
ErdFL_3626	ErdFL_3626	CDS	Rv3480c	3907162	3908656	-	ratt	Simliar to Rv3480c of M. tuberculosis H37Rv
ErdFL_3627	ErdFL_3627	gene	Rv3481c	3908746	3909436	-	ratt	Simliar to Rv3481c of M. tuberculosis H37Rv
ErdFL_3627	ErdFL_3627	CDS	Rv3481c	3908746	3909436	-	ratt	Simliar to Rv3481c of M. tuberculosis H37Rv
ErdFL_3628	ErdFL_3628	gene	Rv3482c	3909577	3910360	-	ratt	Simliar to Rv3482c of M. tuberculosis H37Rv
ErdFL_3628	ErdFL_3628	CDS	Rv3482c	3909577	3910360	-	ratt	Simliar to Rv3482c of M. tuberculosis H37Rv
ErdFL_3629	ErdFL_3629	gene	Rv3483c	3910403	3911066	-	ratt	Simliar to Rv3483c of M. tuberculosis H37Rv
ErdFL_3629	ErdFL_3629	CDS	Rv3483c	3910403	3911066	-	ratt	Simliar to Rv3483c of M. tuberculosis H37Rv
ErdFL_3630	ErdFL_3630	gene	Rv3484	3911331	3912870	+	ratt	Simliar to Rv3484 of M. tuberculosis H37Rv
ErdFL_3630	ErdFL_3630	CDS	Rv3484	3911331	3912870	+	ratt	Simliar to Rv3484 of M. tuberculosis H37Rv
ErdFL_3631	ErdFL_3631	gene	Rv3485c	3912875	3913820	-	ratt	Simliar to Rv3485c of M. tuberculosis H37Rv
ErdFL_3631	ErdFL_3631	CDS	Rv3485c	3912875	3913820	-	ratt	Simliar to Rv3485c of M. tuberculosis H37Rv
ErdFL_3632	ErdFL_3632	gene	Rv3486	3914025	3914475	+	ratt	Simliar to Rv3486 of M. tuberculosis H37Rv
ErdFL_3632	ErdFL_3632	CDS	Rv3486	3914025	3914475	+	ratt	Simliar to Rv3486 of M. tuberculosis H37Rv
ErdFL_3633	lipF	gene	Rv3487c	3914427	3915261	-	ratt	Simliar to Rv3487c of M. tuberculosis H37Rv
ErdFL_3633	lipF	CDS	Rv3487c	3914427	3915261	-	ratt	Simliar to Rv3487c of M. tuberculosis H37Rv
ErdFL_3634	ErdFL_3634	gene	Rv3488	3915920	3916244	+	ratt	Simliar to Rv3488 of M. tuberculosis H37Rv
ErdFL_3634	ErdFL_3634	CDS	Rv3488	3915920	3916244	+	ratt	Simliar to Rv3488 of M. tuberculosis H37Rv
ErdFL_3635	ErdFL_3635	gene	Rv3489	3916325	3916490	+	ratt	Simliar to Rv3489 of M. tuberculosis H37Rv
ErdFL_3635	ErdFL_3635	CDS	Rv3489	3916325	3916490	+	ratt	Simliar to Rv3489 of M. tuberculosis H37Rv
ErdFL_3636	otsA	gene	Rv3490	3916489	3917992	+	ratt	Simliar to Rv3490 of M. tuberculosis H37Rv
ErdFL_3636	otsA	CDS	Rv3490	3916489	3917992	+	ratt	Simliar to Rv3490 of M. tuberculosis H37Rv
ErdFL_3637	ErdFL_3637	gene	Rv3491	3918143	3918722	+	ratt	Simliar to Rv3491 of M. tuberculosis H37Rv
ErdFL_3637	ErdFL_3637	CDS	Rv3491	3918143	3918722	+	ratt	Simliar to Rv3491 of M. tuberculosis H37Rv
ErdFL_3638	ErdFL_3638	gene	Rv3492c	3918718	3919201	-	ratt	Simliar to Rv3492c of M. tuberculosis H37Rv
ErdFL_3638	ErdFL_3638	CDS	Rv3492c	3918718	3919201	-	ratt	Simliar to Rv3492c of M. tuberculosis H37Rv
ErdFL_3639	ErdFL_3639	gene	Rv3493c	3919200	3919929	-	ratt	Simliar to Rv3493c of M. tuberculosis H37Rv
ErdFL_3639	ErdFL_3639	CDS	Rv3493c	3919200	3919929	-	ratt	Simliar to Rv3493c of M. tuberculosis H37Rv
ErdFL_3640	mce4F	gene	Rv3494c	3919928	3921623	-	ratt	Simliar to Rv3494c of M. tuberculosis H37Rv
ErdFL_3640	mce4F	CDS	Rv3494c	3919928	3921623	-	ratt	Simliar to Rv3494c of M. tuberculosis H37Rv
ErdFL_3641	lprN	gene	Rv3495c	3921633	3922788	-	ratt	Simliar to Rv3495c of M. tuberculosis H37Rv
ErdFL_3641	lprN	CDS	Rv3495c	3921633	3922788	-	ratt	Simliar to Rv3495c of M. tuberculosis H37Rv
ErdFL_3642	mce4D	gene	Rv3496c	3922784	3924140	-	ratt	Simliar to Rv3496c of M. tuberculosis H37Rv
ErdFL_3642	mce4D	CDS	Rv3496c	3922784	3924140	-	ratt	Simliar to Rv3496c of M. tuberculosis H37Rv
ErdFL_3643	mce4C	gene	Rv3497c	3924136	3925210	-	ratt	Simliar to Rv3497c of M. tuberculosis H37Rv
ErdFL_3643	mce4C	CDS	Rv3497c	3924136	3925210	-	ratt	Simliar to Rv3497c of M. tuberculosis H37Rv
ErdFL_3644	mce4B	gene	Rv3498c	3925199	3926252	-	ratt	Simliar to Rv3498c of M. tuberculosis H37Rv
ErdFL_3644	mce4B	CDS	Rv3498c	3925199	3926252	-	ratt	Simliar to Rv3498c of M. tuberculosis H37Rv
ErdFL_3645	mce4A	gene	Rv3499c	3926251	3927454	-	ratt	Simliar to Rv3499c of M. tuberculosis H37Rv
ErdFL_3645	mce4A	CDS	Rv3499c	3926251	3927454	-	ratt	Simliar to Rv3499c of M. tuberculosis H37Rv
ErdFL_3646	yrbE4B	gene	Rv3500c	3927473	3928316	-	ratt	Simliar to Rv3500c of M. tuberculosis H37Rv
ErdFL_3646	yrbE4B	CDS	Rv3500c	3927473	3928316	-	ratt	Simliar to Rv3500c of M. tuberculosis H37Rv
ErdFL_3647	yrbE4A	gene	Rv3501c	3928350	3929115	-	ratt	Simliar to Rv3501c of M. tuberculosis H37Rv
ErdFL_3647	yrbE4A	CDS	Rv3501c	3928350	3929115	-	ratt	Simliar to Rv3501c of M. tuberculosis H37Rv
ErdFL_3648	ErdFL_3648	gene	Rv3502c	3929340	3930294	-	ratt	Simliar to Rv3502c of M. tuberculosis H37Rv
ErdFL_3648	ErdFL_3648	CDS	Rv3502c	3929340	3930294	-	ratt	Simliar to Rv3502c of M. tuberculosis H37Rv
ErdFL_3649	fdxD	gene	Rv3503c	3930318	3930510	-	ratt	Simliar to Rv3503c of M. tuberculosis H37Rv
ErdFL_3649	fdxD	CDS	Rv3503c	3930318	3930510	-	ratt	Simliar to Rv3503c of M. tuberculosis H37Rv
ErdFL_3650	fadE26	gene	Rv3504	3930724	3931927	+	ratt	Simliar to Rv3504 of M. tuberculosis H37Rv
ErdFL_3650	fadE26	CDS	Rv3504	3930724	3931927	+	ratt	Simliar to Rv3504 of M. tuberculosis H37Rv
ErdFL_3651	fadE27	gene	Rv3505	3931951	3933073	+	ratt	Simliar to Rv3505 of M. tuberculosis H37Rv
ErdFL_3651	fadE27	CDS	Rv3505	3931951	3933073	+	ratt	Simliar to Rv3505 of M. tuberculosis H37Rv
ErdFL_3652	fadD17	gene	Rv3506	3933143	3934652	+	ratt	Simliar to Rv3506 of M. tuberculosis H37Rv
ErdFL_3652	fadD17	CDS	Rv3506	3933143	3934652	+	ratt	Simliar to Rv3506 of M. tuberculosis H37Rv
ErdFL_3653	PE_PGRS53	gene	Rv3507	3934822	3939337	+	ratt	Simliar to Rv3507 of M. tuberculosis H37Rv
ErdFL_3653	PE_PGRS53	CDS	Rv3507	3934822	3939337	+	ratt	Simliar to Rv3507 of M. tuberculosis H37Rv
ErdFL_3654	PE_PGRS54	gene	Rv3508	3939627	3945387	+	ratt	Simliar to Rv3508 of M. tuberculosis H37Rv
ErdFL_3654	PE_PGRS54	CDS	Rv3508	3939627	3945387	+	ratt	Simliar to Rv3508 of M. tuberculosis H37Rv
ErdFL_3655	ilvX	gene	Rv3509c	3945553	3947101	-	ratt	Simliar to Rv3509c of M. tuberculosis H37Rv
ErdFL_3655	ilvX	CDS	Rv3509c	3945553	3947101	-	ratt	Simliar to Rv3509c of M. tuberculosis H37Rv
ErdFL_3656	ErdFL_3656	gene	Rv3510c	3947097	3947934	-	ratt	Simliar to Rv3510c of M. tuberculosis H37Rv
ErdFL_3656	ErdFL_3656	CDS	Rv3510c	3947097	3947934	-	ratt	Simliar to Rv3510c of M. tuberculosis H37Rv
ErdFL_3657	PE_PGRS55	gene	Rv3511	3948293	3954683	+	ratt	Simliar to Rv3511 of M. tuberculosis H37Rv
ErdFL_3657	PE_PGRS55	CDS	Rv3511	3948293	3954683	+	ratt	Simliar to Rv3511 of M. tuberculosis H37Rv
ErdFL_3658	fadD19	gene	Rv3515c	3954811	3956458	-	ratt	Simliar to Rv3515c of M. tuberculosis H37Rv
ErdFL_3658	fadD19	CDS	Rv3515c	3954811	3956458	-	ratt	Simliar to Rv3515c of M. tuberculosis H37Rv
ErdFL_3659	echA19	gene	Rv3516	3956531	3957323	+	ratt	Simliar to Rv3516 of M. tuberculosis H37Rv
ErdFL_3659	echA19	CDS	Rv3516	3956531	3957323	+	ratt	Simliar to Rv3516 of M. tuberculosis H37Rv
ErdFL_3660	ErdFL_3660	gene	Rv3517	3957418	3958258	+	ratt	Simliar to Rv3517 of M. tuberculosis H37Rv
ErdFL_3660	ErdFL_3660	CDS	Rv3517	3957418	3958258	+	ratt	Simliar to Rv3517 of M. tuberculosis H37Rv
ErdFL_3661	cyp142	gene	Rv3518c	3958312	3959509	-	ratt	Simliar to Rv3518c of M. tuberculosis H37Rv
ErdFL_3661	cyp142	CDS	Rv3518c	3958312	3959509	-	ratt	Simliar to Rv3518c of M. tuberculosis H37Rv
ErdFL_3662	ErdFL_3662	gene	Rv3519	3959537	3960248	+	ratt	Simliar to Rv3519 of M. tuberculosis H37Rv
ErdFL_3662	ErdFL_3662	CDS	Rv3519	3959537	3960248	+	ratt	Simliar to Rv3519 of M. tuberculosis H37Rv
ErdFL_3663	ErdFL_3663	gene	Rv3520c	3960312	3961356	-	ratt	Simliar to Rv3520c of M. tuberculosis H37Rv
ErdFL_3663	ErdFL_3663	CDS	Rv3520c	3960312	3961356	-	ratt	Simliar to Rv3520c of M. tuberculosis H37Rv
ErdFL_3664	ErdFL_3664	gene	Rv3521	3961508	3962420	+	ratt	Simliar to Rv3521 of M. tuberculosis H37Rv
ErdFL_3664	ErdFL_3664	CDS	Rv3521	3961508	3962420	+	ratt	Simliar to Rv3521 of M. tuberculosis H37Rv
ErdFL_3665	ltp4	gene	Rv3522	3962435	3963500	+	ratt	Simliar to Rv3522 of M. tuberculosis H37Rv
ErdFL_3665	ltp4	CDS	Rv3522	3962435	3963500	+	ratt	Simliar to Rv3522 of M. tuberculosis H37Rv
ErdFL_3666	ltp3	gene	Rv3523	3964005	3964701	+	ratt	Simliar to Rv3523 of M. tuberculosis H37Rv;large truncation in the N-term
ErdFL_3666	ltp3	CDS	Rv3523	3964005	3964701	+	ratt	Simliar to Rv3523 of M. tuberculosis H37Rv;large truncation in the N-term
ErdFL_3667	ErdFL_3667	gene	Rv3524	3964742	3965774	+	ratt	Simliar to Rv3524 of M. tuberculosis H37Rv
ErdFL_3667	ErdFL_3667	CDS	Rv3524	3964742	3965774	+	ratt	Simliar to Rv3524 of M. tuberculosis H37Rv
ErdFL_3668	ErdFL_3668	gene	Rv3525c	3965787	3966312	-	ratt	Simliar to Rv3525c of M. tuberculosis H37Rv
ErdFL_3668	ErdFL_3668	CDS	Rv3525c	3965787	3966312	-	ratt	Simliar to Rv3525c of M. tuberculosis H37Rv
ErdFL_3669	kshA	gene	Rv3526	3966426	3967587	+	ratt	Simliar to Rv3526 of M. tuberculosis H37Rv
ErdFL_3669	kshA	CDS	Rv3526	3966426	3967587	+	ratt	Simliar to Rv3526 of M. tuberculosis H37Rv
ErdFL_3670	ErdFL_3670	gene	Rv3527	3967592	3968042	+	ratt	Simliar to Rv3527 of M. tuberculosis H37Rv
ErdFL_3670	ErdFL_3670	CDS	Rv3527	3967592	3968042	+	ratt	Simliar to Rv3527 of M. tuberculosis H37Rv
ErdFL_3671	ErdFL_3671	gene	Rv3528c	3968466	3969180	-	ratt	Simliar to Rv3528c of M. tuberculosis H37Rv
ErdFL_3671	ErdFL_3671	CDS	Rv3528c	3968466	3969180	-	ratt	Simliar to Rv3528c of M. tuberculosis H37Rv
ErdFL_3672	ErdFL_3672	gene		3969410	3969608	+	bakta	De novo annotation with bakta
ErdFL_3672	ErdFL_3672	CDS		3969410	3969608	+	bakta	De novo annotation with bakta
ErdFL_3673	ErdFL_3673	gene	Rv3529c	3969871	3970732	-	ratt	Simliar to Rv3529c of M. tuberculosis H37Rv
ErdFL_3673	ErdFL_3673	CDS	Rv3529c	3969871	3970732	-	ratt	Simliar to Rv3529c of M. tuberculosis H37Rv
ErdFL_3674	ErdFL_3674	gene	Rv3530c	3971025	3971808	-	ratt	Simliar to Rv3530c of M. tuberculosis H37Rv
ErdFL_3674	ErdFL_3674	CDS	Rv3530c	3971025	3971808	-	ratt	Simliar to Rv3530c of M. tuberculosis H37Rv
ErdFL_3675	ErdFL_3675	gene	Rv3531c	3971804	3972932	-	ratt	Simliar to Rv3531c of M. tuberculosis H37Rv
ErdFL_3675	ErdFL_3675	CDS	Rv3531c	3971804	3972932	-	ratt	Simliar to Rv3531c of M. tuberculosis H37Rv
ErdFL_3676	PPE61	gene	Rv3532	3973330	3974551	+	ratt	Simliar to Rv3532 of M. tuberculosis H37Rv
ErdFL_3676	PPE61	CDS	Rv3532	3973330	3974551	+	ratt	Simliar to Rv3532 of M. tuberculosis H37Rv
ErdFL_3677	PPE62	gene	Rv3533c	3974692	3976441	-	ratt	Simliar to Rv3533c of M. tuberculosis H37Rv
ErdFL_3677	PPE62	CDS	Rv3533c	3974692	3976441	-	ratt	Simliar to Rv3533c of M. tuberculosis H37Rv
ErdFL_3678	hsaF	gene	Rv3534c	3976539	3977580	-	ratt	Simliar to Rv3534c of M. tuberculosis H37Rv
ErdFL_3678	hsaF	CDS	Rv3534c	3976539	3977580	-	ratt	Simliar to Rv3534c of M. tuberculosis H37Rv
ErdFL_3679	hsaG	gene	Rv3535c	3977576	3978488	-	ratt	Simliar to Rv3535c of M. tuberculosis H37Rv
ErdFL_3679	hsaG	CDS	Rv3535c	3977576	3978488	-	ratt	Simliar to Rv3535c of M. tuberculosis H37Rv
ErdFL_3680	hsaE	gene	Rv3536c	3978498	3979284	-	ratt	Simliar to Rv3536c of M. tuberculosis H37Rv
ErdFL_3680	hsaE	CDS	Rv3536c	3978498	3979284	-	ratt	Simliar to Rv3536c of M. tuberculosis H37Rv
ErdFL_3681	kstD	gene	Rv3537	3979356	3981048	+	ratt	Simliar to Rv3537 of M. tuberculosis H37Rv
ErdFL_3681	kstD	CDS	Rv3537	3979356	3981048	+	ratt	Simliar to Rv3537 of M. tuberculosis H37Rv
ErdFL_3682	ErdFL_3682	gene	Rv3538	3981049	3981910	+	ratt	Simliar to Rv3538 of M. tuberculosis H37Rv
ErdFL_3682	ErdFL_3682	CDS	Rv3538	3981049	3981910	+	ratt	Simliar to Rv3538 of M. tuberculosis H37Rv
ErdFL_3683	PPE63	gene	Rv3539	3982046	3983486	+	ratt	Simliar to Rv3539 of M. tuberculosis H37Rv
ErdFL_3683	PPE63	CDS	Rv3539	3982046	3983486	+	ratt	Simliar to Rv3539 of M. tuberculosis H37Rv
ErdFL_3684	ltp2	gene	Rv3540c	3983486	3984647	-	ratt	Simliar to Rv3540c of M. tuberculosis H37Rv
ErdFL_3684	ltp2	CDS	Rv3540c	3983486	3984647	-	ratt	Simliar to Rv3540c of M. tuberculosis H37Rv
ErdFL_3685	ErdFL_3685	gene	Rv3541c	3984646	3985036	-	ratt	Simliar to Rv3541c of M. tuberculosis H37Rv
ErdFL_3685	ErdFL_3685	CDS	Rv3541c	3984646	3985036	-	ratt	Simliar to Rv3541c of M. tuberculosis H37Rv
ErdFL_3686	ErdFL_3686	gene	Rv3542c	3985032	3985968	-	ratt	Simliar to Rv3542c of M. tuberculosis H37Rv
ErdFL_3686	ErdFL_3686	CDS	Rv3542c	3985032	3985968	-	ratt	Simliar to Rv3542c of M. tuberculosis H37Rv
ErdFL_3687	fadE29	gene	Rv3543c	3985964	3987128	-	ratt	Simliar to Rv3543c of M. tuberculosis H37Rv
ErdFL_3687	fadE29	CDS	Rv3543c	3985964	3987128	-	ratt	Simliar to Rv3543c of M. tuberculosis H37Rv
ErdFL_3688	fadE28	gene	Rv3544c	3987112	3988132	-	ratt	Simliar to Rv3544c of M. tuberculosis H37Rv
ErdFL_3688	fadE28	CDS	Rv3544c	3987112	3988132	-	ratt	Simliar to Rv3544c of M. tuberculosis H37Rv
ErdFL_3689	cyp125	gene	Rv3545c	3988131	3989433	-	ratt	Simliar to Rv3545c of M. tuberculosis H37Rv
ErdFL_3689	cyp125	CDS	Rv3545c	3988131	3989433	-	ratt	Simliar to Rv3545c of M. tuberculosis H37Rv
ErdFL_3690	fadA5	gene	Rv3546	3989544	3990720	+	ratt	Simliar to Rv3546 of M. tuberculosis H37Rv
ErdFL_3690	fadA5	CDS	Rv3546	3989544	3990720	+	ratt	Simliar to Rv3546 of M. tuberculosis H37Rv
ErdFL_3691	ddn	gene	Rv3547	3990831	3991287	+	ratt	Simliar to Rv3547 of M. tuberculosis H37Rv
ErdFL_3691	ddn	CDS	Rv3547	3990831	3991287	+	ratt	Simliar to Rv3547 of M. tuberculosis H37Rv
ErdFL_3692	ErdFL_3692	gene	Rv3548c	3991369	3992284	-	ratt	Simliar to Rv3548c of M. tuberculosis H37Rv
ErdFL_3692	ErdFL_3692	CDS	Rv3548c	3991369	3992284	-	ratt	Simliar to Rv3548c of M. tuberculosis H37Rv
ErdFL_3693	ErdFL_3693	gene	Rv3549c	3992306	3993086	-	ratt	Simliar to Rv3549c of M. tuberculosis H37Rv
ErdFL_3693	ErdFL_3693	CDS	Rv3549c	3992306	3993086	-	ratt	Simliar to Rv3549c of M. tuberculosis H37Rv
ErdFL_3694	echA20	gene	Rv3550	3993140	3993884	+	ratt	Simliar to Rv3550 of M. tuberculosis H37Rv
ErdFL_3694	echA20	CDS	Rv3550	3993140	3993884	+	ratt	Simliar to Rv3550 of M. tuberculosis H37Rv
ErdFL_3695	ErdFL_3695	gene	Rv3551	3993883	3994762	+	ratt	Simliar to Rv3551 of M. tuberculosis H37Rv
ErdFL_3695	ErdFL_3695	CDS	Rv3551	3993883	3994762	+	ratt	Simliar to Rv3551 of M. tuberculosis H37Rv
ErdFL_3696	ErdFL_3696	gene	Rv3552	3994758	3995511	+	ratt	Simliar to Rv3552 of M. tuberculosis H37Rv
ErdFL_3696	ErdFL_3696	CDS	Rv3552	3994758	3995511	+	ratt	Simliar to Rv3552 of M. tuberculosis H37Rv
ErdFL_3697	ErdFL_3697	gene	Rv3553	3995608	3996676	+	ratt	Simliar to Rv3553 of M. tuberculosis H37Rv
ErdFL_3697	ErdFL_3697	CDS	Rv3553	3995608	3996676	+	ratt	Simliar to Rv3553 of M. tuberculosis H37Rv
ErdFL_3698	fdxB	gene	Rv3554	3996672	3998730	+	ratt	Simliar to Rv3554 of M. tuberculosis H37Rv
ErdFL_3698	fdxB	CDS	Rv3554	3996672	3998730	+	ratt	Simliar to Rv3554 of M. tuberculosis H37Rv
ErdFL_3699	ErdFL_3699	gene	Rv3555c	3998817	3999687	-	ratt	Simliar to Rv3555c of M. tuberculosis H37Rv
ErdFL_3699	ErdFL_3699	CDS	Rv3555c	3998817	3999687	-	ratt	Simliar to Rv3555c of M. tuberculosis H37Rv
ErdFL_3700	fadA6	gene	Rv3556c	3999791	4000952	-	ratt	Simliar to Rv3556c of M. tuberculosis H37Rv
ErdFL_3700	fadA6	CDS	Rv3556c	3999791	4000952	-	ratt	Simliar to Rv3556c of M. tuberculosis H37Rv
ErdFL_3701	ErdFL_3701	gene	Rv3557c	4001016	4001619	-	ratt	Simliar to Rv3557c of M. tuberculosis H37Rv
ErdFL_3701	ErdFL_3701	CDS	Rv3557c	4001016	4001619	-	ratt	Simliar to Rv3557c of M. tuberculosis H37Rv
ErdFL_3702	PPE64	gene	Rv3558	4001967	4003626	+	ratt	Simliar to Rv3558 of M. tuberculosis H37Rv
ErdFL_3702	PPE64	CDS	Rv3558	4001967	4003626	+	ratt	Simliar to Rv3558 of M. tuberculosis H37Rv
ErdFL_3703	ErdFL_3703	gene	Rv3559c	4003634	4004423	-	ratt	Simliar to Rv3559c of M. tuberculosis H37Rv
ErdFL_3703	ErdFL_3703	CDS	Rv3559c	4003634	4004423	-	ratt	Simliar to Rv3559c of M. tuberculosis H37Rv
ErdFL_3704	fadE30	gene	Rv3560c	4004419	4005577	-	ratt	Simliar to Rv3560c of M. tuberculosis H37Rv
ErdFL_3704	fadE30	CDS	Rv3560c	4004419	4005577	-	ratt	Simliar to Rv3560c of M. tuberculosis H37Rv
ErdFL_3705	fadD3	gene	Rv3561	4005624	4007148	+	ratt	Simliar to Rv3561 of M. tuberculosis H37Rv
ErdFL_3705	fadD3	CDS	Rv3561	4005624	4007148	+	ratt	Simliar to Rv3561 of M. tuberculosis H37Rv
ErdFL_3706	fadE31	gene	Rv3562	4007148	4008282	+	ratt	Simliar to Rv3562 of M. tuberculosis H37Rv
ErdFL_3706	fadE31	CDS	Rv3562	4007148	4008282	+	ratt	Simliar to Rv3562 of M. tuberculosis H37Rv
ErdFL_3707	fadE32	gene	Rv3563	4008278	4009238	+	ratt	Simliar to Rv3563 of M. tuberculosis H37Rv
ErdFL_3707	fadE32	CDS	Rv3563	4008278	4009238	+	ratt	Simliar to Rv3563 of M. tuberculosis H37Rv
ErdFL_3708	fadE33	gene	Rv3564	4009234	4010191	+	ratt	Simliar to Rv3564 of M. tuberculosis H37Rv
ErdFL_3708	fadE33	CDS	Rv3564	4009234	4010191	+	ratt	Simliar to Rv3564 of M. tuberculosis H37Rv
ErdFL_3709	aspB	gene	Rv3565	4010187	4011354	+	ratt	Simliar to Rv3565 of M. tuberculosis H37Rv
ErdFL_3709	aspB	CDS	Rv3565	4010187	4011354	+	ratt	Simliar to Rv3565 of M. tuberculosis H37Rv
ErdFL_3710	nat	gene	Rv3566c	4011318	4012170	-	ratt	Simliar to Rv3566c of M. tuberculosis H37Rv
ErdFL_3710	nat	CDS	Rv3566c	4011318	4012170	-	ratt	Simliar to Rv3566c of M. tuberculosis H37Rv
ErdFL_3711	ErdFL_3711	gene	Rv3566A	4012154	4012421	-	ratt	Simliar to Rv3566A of M. tuberculosis H37Rv
ErdFL_3711	ErdFL_3711	CDS	Rv3566A	4012154	4012421	-	ratt	Simliar to Rv3566A of M. tuberculosis H37Rv
ErdFL_3712	hsaB	gene	Rv3567c	4012706	4013270	-	ratt	Simliar to Rv3567c of M. tuberculosis H37Rv
ErdFL_3712	hsaB	CDS	Rv3567c	4012706	4013270	-	ratt	Simliar to Rv3567c of M. tuberculosis H37Rv
ErdFL_3713	hsaC	gene	Rv3568c	4013284	4014187	-	ratt	Simliar to Rv3568c of M. tuberculosis H37Rv
ErdFL_3713	hsaC	CDS	Rv3568c	4013284	4014187	-	ratt	Simliar to Rv3568c of M. tuberculosis H37Rv
ErdFL_3714	hsaD	gene	Rv3569c	4014183	4015059	-	ratt	Simliar to Rv3569c of M. tuberculosis H37Rv
ErdFL_3714	hsaD	CDS	Rv3569c	4014183	4015059	-	ratt	Simliar to Rv3569c of M. tuberculosis H37Rv
ErdFL_3715	hsaA	gene	Rv3570c	4015073	4016258	-	ratt	Simliar to Rv3570c of M. tuberculosis H37Rv
ErdFL_3715	hsaA	CDS	Rv3570c	4015073	4016258	-	ratt	Simliar to Rv3570c of M. tuberculosis H37Rv
ErdFL_3716	kshB	gene	Rv3571	4016404	4017481	+	ratt	Simliar to Rv3571 of M. tuberculosis H37Rv
ErdFL_3716	kshB	CDS	Rv3571	4016404	4017481	+	ratt	Simliar to Rv3571 of M. tuberculosis H37Rv
ErdFL_3717	ErdFL_3717	gene	Rv3572	4017498	4018029	+	ratt	Simliar to Rv3572 of M. tuberculosis H37Rv
ErdFL_3717	ErdFL_3717	CDS	Rv3572	4017498	4018029	+	ratt	Simliar to Rv3572 of M. tuberculosis H37Rv
ErdFL_3718	fadE34	gene	Rv3573c	4018064	4020200	-	ratt	Simliar to Rv3573c of M. tuberculosis H37Rv
ErdFL_3718	fadE34	CDS	Rv3573c	4018064	4020200	-	ratt	Simliar to Rv3573c of M. tuberculosis H37Rv
ErdFL_3719	kstR	gene	Rv3574	4020471	4021071	+	ratt	Simliar to Rv3574 of M. tuberculosis H37Rv
ErdFL_3719	kstR	CDS	Rv3574	4020471	4021071	+	ratt	Simliar to Rv3574 of M. tuberculosis H37Rv
ErdFL_3720	ErdFL_3720	gene	Rv3575c	4021076	4022156	-	ratt	Simliar to Rv3575c of M. tuberculosis H37Rv
ErdFL_3720	ErdFL_3720	CDS	Rv3575c	4021076	4022156	-	ratt	Simliar to Rv3575c of M. tuberculosis H37Rv
ErdFL_3721	lppH	gene	Rv3576	4022345	4023059	+	ratt	Simliar to Rv3576 of M. tuberculosis H37Rv
ErdFL_3721	lppH	CDS	Rv3576	4022345	4023059	+	ratt	Simliar to Rv3576 of M. tuberculosis H37Rv
