locus_tag	gene	type	rv_equivalent	start	end	strand	source
Erdman_3229	ERv3094c	CDS	Rv3094c	3465384	3466515	-	ratt
Erdman_3230	ERv3095	CDS	Rv3095	3466596	3467073	+	ratt
Erdman_3231	ERv3096	CDS	Rv3096	3467170	3468310	+	ratt
Erdman_3232	lipY	CDS	Rv3097c	3468401	3469715	-	ratt
Erdman_3233	ERv3098c	CDS	Rv3098c	3469833	3470286	-	ratt
Erdman_3234	ERv3098A	CDS	Rv3098A	3470229	3470550	+	ratt
Erdman_3235	ssr	misc_RNA	RVnc0046	3470590	3470958	-	ratt
Erdman_3236	ERv3099c	CDS	Rv3099c	3471036	3471888	-	ratt
Erdman_3237	smpB	CDS	Rv3100c	3471924	3472407	-	ratt
Erdman_3238	ftsX	CDS	Rv3101c	3472409	3473303	-	ratt
Erdman_3239	ftsE	CDS	Rv3102c	3473303	3473993	-	ratt
Erdman_3240	ERv3103c	CDS	Rv3103c	3474036	3474474	-	ratt
Erdman_3241	ERv3104c	CDS	Rv3104c	3474475	3475402	-	ratt
Erdman_3242	prfB	CDS	Rv3105c	3475391	3476528	-	ratt
Erdman_3243	fprA	CDS	Rv3106	3476631	3478002	+	ratt
Erdman_3244	agpS	CDS	Rv3107c	3478002	3479586	-	ratt
Erdman_3245	ERv3108	CDS	Rv3108	3479684	3480125	+	ratt
Erdman_3246	moaA1	CDS	Rv3109	3480273	3481353	+	ratt
Erdman_3247	moaB1	CDS	Rv3110	3481403	3481799	+	ratt
Erdman_3248	moaC1	CDS	Rv3111	3481795	3482308	+	ratt
Erdman_3249	moaD1	CDS	Rv3112	3482324	3482576	+	ratt
Erdman_3250	ERv3113	CDS	Rv3113	3482698	3483367	+	ratt
Erdman_3251	ERv3114	CDS	Rv3114	3483383	3483914	+	ratt
Erdman_3252	ERv3115	CDS	Rv3115	3484075	3485323	+	ratt
Erdman_3253	moeB2	CDS	Rv3116	3485400	3486570	+	ratt
Erdman_3254	cysA3	CDS	Rv3117	3486598	3487432	+	ratt
Erdman_3255	ERv3118	CDS	Rv3118	3487433	3487736	+	ratt
Erdman_3256	moaE1	CDS	Rv3119	3487756	3488200	+	ratt
Erdman_3257	ERv3120	CDS	Rv3120	3488196	3488799	+	ratt
Erdman_3258	cyp141	CDS	Rv3121	3489133	3490336	+	ratt
Erdman_3259	ERv3122	CDS	Rv3122	3490713	3491184	+	ratt
Erdman_3260	ERv3123	CDS	Rv3123	3491193	3491688	+	ratt
Erdman_3261	moaR1	CDS	Rv3124	3492130	3493000	+	ratt
Erdman_3262	PPE49	CDS	Rv3125c	3493100	3494276	-	ratt
Erdman_3263	ERv3126c	CDS	Rv3126c	3494432	3494747	-	ratt
Erdman_3264	ERv3127	CDS	Rv3127	3494771	3495806	+	ratt
Erdman_3265	ERv3128c	CDS	Rv3128c	3495792	3496806	-	ratt
Erdman_3266	tgs1	CDS	Rv3130c	3497599	3498991	-	ratt
Erdman_3267	ERv3131	CDS	Rv3131	3499175	3500174	+	ratt
Erdman_3268	devS	CDS	Rv3132c	3500153	3501890	-	ratt
Erdman_3269	devR	CDS	Rv3133c	3501886	3502540	-	ratt
Erdman_3270	ERv3134c	CDS	Rv3134c	3502567	3503374	-	ratt
Erdman_3271	PPE51	CDS	Rv3136	3504106	3505249	+	ratt
Erdman_3272	ERv3136A	CDS	Rv3136A	3505257	3505590	-	ratt
Erdman_3273	ERv3137	CDS	Rv3137	3505705	3506488	+	ratt
Erdman_3274	pflA	CDS	Rv3138	3506507	3507596	+	ratt
Erdman_3275	fadE24	CDS	Rv3139	3507675	3509082	+	ratt
Erdman_3276	fadE23	CDS	Rv3140	3509102	3510308	+	ratt
Erdman_3277	fadB4	CDS	Rv3141	3510407	3511379	+	ratt
Erdman_3278	ERv3142c	CDS	Rv3142c	3511430	3511859	-	ratt
Erdman_3279	ERv3143	CDS	Rv3143	3511966	3512368	+	ratt
Erdman_3280	PPE52	CDS	Rv3144c	3512400	3513630	-	ratt
Erdman_3281	nuoA	CDS	Rv3145	3513994	3514381	+	ratt
Erdman_3282	nuoB	CDS	Rv3146	3514389	3514944	+	ratt
Erdman_3283	nuoC	CDS	Rv3147	3514940	3515651	+	ratt
Erdman_3284	nuoD	CDS	Rv3148	3515650	3516973	+	ratt
Erdman_3285	nuoE	CDS	Rv3149	3516969	3517728	+	ratt
Erdman_3286	nuoF	CDS	Rv3150	3517724	3519062	+	ratt
Erdman_3287	nuoG	CDS	Rv3151	3519058	3521479	+	ratt
Erdman_3288	nuoH	CDS	Rv3152	3521594	3522827	+	ratt
Erdman_3289	nuoI	CDS	Rv3153	3522819	3523455	+	ratt
Erdman_3290	nuoJ	CDS	Rv3154	3523451	3524240	+	ratt
Erdman_3291	nuoK	CDS	Rv3155	3524236	3524536	+	ratt
Erdman_3292	nuoL	CDS	Rv3156	3524546	3526448	+	ratt
Erdman_3293	nuoM	CDS	Rv3157	3526444	3528106	+	ratt
Erdman_3294	nuoN	CDS	Rv3158	3528102	3529698	+	ratt
Erdman_3295	PPE53	CDS	Rv3159c	3529703	3531476	-	ratt
Erdman_3296	Erdman_3296	CDS		3531723	3533769	-	bakta
Erdman_3297	ERv3160c	CDS	Rv3160c	3533799	3534441	-	ratt
Erdman_3298	ERv3161c	CDS	Rv3161c	3534451	3535600	-	ratt
Erdman_3299	ERv3162c	CDS	Rv3162c	3535669	3536107	-	ratt
Erdman_3300	ERv3163c	CDS	Rv3163c	3536103	3537375	-	ratt
Erdman_3301	moxR3	CDS	Rv3164c	3537404	3538367	-	ratt
Erdman_3302	ERv3165c	CDS	Rv3165c	3538374	3538857	-	ratt
Erdman_3303	ERv3166c	CDS	Rv3166c	3538853	3539813	-	ratt
Erdman_3304	ERv3167c	CDS	Rv3167c	3539892	3540519	-	ratt
Erdman_3305	ERv3168	CDS	Rv3168	3540563	3541700	+	ratt
Erdman_3306	ERv3169	CDS	Rv3169	3541699	3542824	+	ratt
Erdman_3307	aofH	CDS	Rv3170	3542966	3544313	+	ratt
Erdman_3308	hpx	CDS	Rv3171c	3544307	3545207	-	ratt
Erdman_3309	ERv3172c	CDS	Rv3172c	3545343	3545826	-	ratt
Erdman_3310	ERv3173c	CDS	Rv3173c	3545904	3546507	-	ratt
Erdman_3311	ERv3174	CDS	Rv3174	3546599	3547307	+	ratt
Erdman_3312	ERv3175	CDS	Rv3175	3547321	3548809	+	ratt
Erdman_3313	mesT	CDS	Rv3176c	3548805	3549762	-	ratt
Erdman_3314	ERv3177	CDS	Rv3177	3549908	3550769	+	ratt
Erdman_3315	ERv3178	CDS	Rv3178	3550899	3551259	+	ratt
Erdman_3316	ERv3178a	CDS	Rv3178a	3551498	3551792	+	ratt
Erdman_3317	ERv3179	CDS	Rv3179	3552079	3553369	+	ratt
Erdman_3318	ERv3180c	CDS	Rv3180c	3553715	3554150	-	ratt
Erdman_3319	ERv3181c	CDS	Rv3181c	3554152	3554605	-	ratt
Erdman_3320	ERv3182	CDS	Rv3182	3554835	3555180	+	ratt
Erdman_3321	ERv3183	CDS	Rv3183	3555176	3555506	+	ratt
Erdman_3322	ERv3188	CDS	Rv3188	3556043	3556391	+	ratt
Erdman_3323	ERv3189	CDS	Rv3189	3556387	3557008	+	ratt
Erdman_3324	ERv3190c	CDS	Rv3190c	3557167	3558433	-	ratt
Erdman_3325	ERv3190A	CDS	Rv3190A	3558600	3558810	+	ratt
Erdman_3326	Erdman_3326	CDS		3558844	3559030	+	bakta
Erdman_3327	ERv3191c	CDS	Rv3191c	3559056	3560091	-	ratt
Erdman_3328	metU	tRNA	Rvnt38	3561115	3561189	-	ratt
Erdman_3329	ERv3192	CDS	Rv3192	3561308	3561770	+	ratt
Erdman_3330	ERv3193c	CDS	Rv3193c	3561939	3564918	-	ratt
Erdman_3331	ERv3194c	CDS	Rv3194c	3565009	3566032	-	ratt
Erdman_3332	ERv3195	CDS	Rv3195	3566109	3567528	+	ratt
Erdman_3333	ERv3196	CDS	Rv3196	3567533	3568433	+	ratt
Erdman_3334	ERv3196A	CDS	Rv3196A	3568441	3568642	-	ratt
Erdman_3335	ERv3197	CDS	Rv3197	3568769	3570113	+	ratt
Erdman_3336	whiB7	CDS	Rv3197A	3570146	3570425	-	ratt
Erdman_3337	Erdman_3337	CDS		3570580	3570703	-	bakta
Erdman_3338	uvrD2	CDS	Rv3198c	3570854	3572957	-	ratt
Erdman_3339	ERv3198A	CDS	Rv3198A	3573080	3573335	+	ratt
Erdman_3340	nudC	CDS	Rv3199c	3573347	3574289	-	ratt
Erdman_3341	ERv3200c	CDS	Rv3200c	3574347	3575415	-	ratt
Erdman_3342	ERv3201c	CDS	Rv3201c	3575476	3578782	-	ratt
Erdman_3343	ERv3202c	CDS	Rv3202c	3578778	3581946	-	ratt
Erdman_3344	ERv3202a	CDS	Rv3202a	3582031	3582241	+	ratt
Erdman_3345	lipV	CDS	Rv3203	3582382	3583057	+	ratt
Erdman_3346	ERv3204	CDS	Rv3204	3583059	3583365	+	ratt
Erdman_3347	ERv3205c	CDS	Rv3205c	3583371	3584250	-	ratt
Erdman_3348	moeB1	CDS	Rv3206c	3584276	3585455	-	ratt
Erdman_3349	ERv3207c	CDS	Rv3207c	3585545	3586403	-	ratt
Erdman_3350	ERv3208	CDS	Rv3208	3586748	3587435	+	ratt
Erdman_3351	TB9.4	CDS	Rv3208A	3587421	3587694	-	ratt
Erdman_3352	ERv3209	CDS	Rv3209	3588018	3588579	+	ratt
Erdman_3353	ERv3210c	CDS	Rv3210c	3588588	3589284	-	ratt
Erdman_3354	rhlE	CDS	Rv3211	3589542	3591126	+	ratt
Erdman_3355	ERv3212	CDS	Rv3212	3591138	3592362	+	ratt
Erdman_3356	ERv3213c	CDS	Rv3213c	3592437	3593238	-	ratt
Erdman_3357	gpm2	CDS	Rv3214	3593391	3594003	+	ratt
Erdman_3358	entC	CDS	Rv3215	3593999	3595118	+	ratt
Erdman_3359	ERv3216	CDS	Rv3216	3595114	3595183	+	ratt
Erdman_3360	ERv3216	CDS	Rv3216	3595114	3595598	+	ratt
Erdman_3361	ERv3217c	CDS	Rv3217c	3595549	3595981	-	ratt
Erdman_3362	ERv3218	CDS	Rv3218	3596213	3597179	+	ratt
Erdman_3363	whiB1	CDS	Rv3219	3597458	3597713	+	ratt
Erdman_3364	ERv3220c	CDS	Rv3220c	3597774	3599280	-	ratt
Erdman_3365	TB7.3	CDS	Rv3221c	3599296	3599512	-	ratt
Erdman_3366	Erdman_3366	CDS		3599697	3599787	+	bakta
Erdman_3367	rshA	CDS	Rv3221A	3599796	3600102	-	ratt
Erdman_3368	ERv3222c	CDS	Rv3222c	3600098	3600650	-	ratt
Erdman_3369	sigH	CDS	Rv3223c	3600646	3601297	-	ratt
Erdman_3370	ERv3224	CDS	Rv3224	3601596	3602445	+	ratt
Erdman_3371	ERv3225c	CDS	Rv3225c	3602761	3604186	-	ratt
Erdman_3372	ERv3226c	CDS	Rv3226c	3604309	3605068	-	ratt
Erdman_3373	aroA	CDS	Rv3227	3605122	3606475	+	ratt
Erdman_3374	ERv3228	CDS	Rv3228	3606471	3607464	+	ratt
Erdman_3375	desA3	CDS	Rv3229c	3607496	3608780	-	ratt
Erdman_3376	ERv3230c	CDS	Rv3230c	3608857	3610000	-	ratt
Erdman_3377	ERv3231c	CDS	Rv3231c	3610109	3610619	-	ratt
Erdman_3378	ppk2	CDS	Rv3232c	3610615	3611503	-	ratt
Erdman_3379	tgs3	CDS	Rv3234c	3612119	3612935	-	ratt
Erdman_3380	ERv3235	CDS	Rv3235	3613045	3613687	+	ratt
Erdman_3381	ERv3236c	CDS	Rv3236c	3613704	3614862	-	ratt
Erdman_3382	ERv3237c	CDS	Rv3237c	3614866	3615349	-	ratt
Erdman_3383	ERv3238c	CDS	Rv3238c	3615409	3616144	-	ratt
Erdman_3384	ERv3239c	CDS	Rv3239c	3616202	3619349	-	ratt
Erdman_3385	secA1	CDS	Rv3240c	3619427	3622277	-	ratt
Erdman_3386	ERv3241c	CDS	Rv3241c	3622355	3623000	-	ratt
Erdman_3387	ERv3242c	CDS	Rv3242c	3623315	3623957	-	ratt
Erdman_3388	ERv3243c	CDS	Rv3243c	3623994	3624837	-	ratt
Erdman_3389	lpqB	CDS	Rv3244c	3624904	3626656	-	ratt
Erdman_3390	mtrB	CDS	Rv3245c	3626655	3628359	-	ratt
Erdman_3391	mtrA	CDS	Rv3246c	3628408	3629095	-	ratt
Erdman_3392	tmk	CDS	Rv3247c	3629164	3629809	-	ratt
Erdman_3393	sahH	CDS	Rv3248c	3629905	3631393	-	ratt
Erdman_3394	ERv3249c	CDS	Rv3249c	3631497	3632133	-	ratt
Erdman_3395	rubB	CDS	Rv3250c	3632129	3632312	-	ratt
Erdman_3396	rubA	CDS	Rv3251c	3632316	3632484	-	ratt
Erdman_3397	alkB	CDS	Rv3252c	3632483	3633734	-	ratt
Erdman_3398	ERv3253c	CDS	Rv3253c	3633842	3635330	-	ratt
Erdman_3399	ERv3254	CDS	Rv3254	3635420	3636809	+	ratt
Erdman_3400	manA	CDS	Rv3255c	3636786	3638013	-	ratt
Erdman_3401	ERv3256c	CDS	Rv3256c	3638020	3639061	-	ratt
Erdman_3402	pmmA	CDS	Rv3257c	3639057	3640455	-	ratt
Erdman_3403	ERv3258c	CDS	Rv3258c	3640556	3641048	-	ratt
Erdman_3404	ERv3259	CDS	Rv3259	3641170	3641590	+	ratt
Erdman_3405	whiB2	CDS	Rv3260c	3641617	3641887	-	ratt
Erdman_3406	fbiA	CDS	Rv3261	3642288	3643284	+	ratt
Erdman_3407	fbiB	CDS	Rv3262	3643280	3644627	+	ratt
Erdman_3408	Erdman_3408	CDS		3644659	3644773	+	bakta
Erdman_3409	ERv3263	CDS	Rv3263	3644922	3646584	+	ratt
Erdman_3410	manB	CDS	Rv3264c	3646643	3647723	-	ratt
Erdman_3411	wbbL1	CDS	Rv3265c	3647724	3648630	-	ratt
Erdman_3412	rmlD	CDS	Rv3266c	3648640	3649555	-	ratt
Erdman_3413	ERv3267	CDS	Rv3267	3649630	3651127	+	ratt
Erdman_3414	ERv3268	CDS	Rv3268	3651165	3651855	+	ratt
Erdman_3415	ERv3269	CDS	Rv3269	3651979	3652261	+	ratt
Erdman_3416	ctpC	CDS	Rv3270	3652271	3654428	+	ratt
Erdman_3417	ERv3271c	CDS	Rv3271c	3654424	3655093	-	ratt
Erdman_3418	ERv3272	CDS	Rv3272	3655193	3656378	+	ratt
Erdman_3419	ERv3273	CDS	Rv3273	3656382	3658677	+	ratt
Erdman_3420	fadE25	CDS	Rv3274c	3658665	3659835	-	ratt
Erdman_3421	purE	CDS	Rv3275c	3659859	3660384	-	ratt
Erdman_3422	purK	CDS	Rv3276c	3660380	3661670	-	ratt
Erdman_3423	ERv3277	CDS	Rv3277	3661623	3662442	+	ratt
Erdman_3424	ERv3278c	CDS	Rv3278c	3662396	3662915	-	ratt
Erdman_3425	birA	CDS	Rv3279c	3662957	3663758	-	ratt
Erdman_3426	accD5	CDS	Rv3280	3663807	3665454	+	ratt
Erdman_3427	accE5	CDS	Rv3281	3665434	3665905	+	ratt
Erdman_3428	ERv3282	CDS	Rv3282	3665901	3666570	+	ratt
Erdman_3429	sseA	CDS	Rv3283	3666610	3667504	+	ratt
Erdman_3430	ERv3284	CDS	Rv3284	3667500	3667932	+	ratt
Erdman_3431	accA3	CDS	Rv3285	3668039	3669842	+	ratt
Erdman_3432	sigF	CDS	Rv3286c	3669851	3670637	-	ratt
Erdman_3433	rsbW	CDS	Rv3287c	3670633	3671071	-	ratt
Erdman_3434	usfY	CDS	Rv3288c	3671268	3671682	-	ratt
Erdman_3435	ERv3289c	CDS	Rv3289c	3671716	3672094	-	ratt
Erdman_3436	lat	CDS	Rv3290c	3672127	3673477	-	ratt
Erdman_3437	lrpA	CDS	Rv3291c	3673527	3673980	-	ratt
Erdman_3438	ERv3292	CDS	Rv3292	3674010	3675258	+	ratt
Erdman_3439	pcd	CDS	Rv3293	3675284	3676769	+	ratt
Erdman_3440	ERv3294c	CDS	Rv3294c	3676868	3677678	-	ratt
Erdman_3441	ERv3295	CDS	Rv3295	3677748	3678414	+	ratt
Erdman_3442	lhr	CDS	Rv3296	3678457	3682999	+	ratt
Erdman_3443	nei	CDS	Rv3297	3683002	3683770	+	ratt
Erdman_3444	lpqC	CDS	Rv3298c	3683792	3684707	-	ratt
Erdman_3445	atsB	CDS	Rv3299c	3684733	3687646	-	ratt
Erdman_3446	ERv3300c	CDS	Rv3300c	3687665	3688583	-	ratt
Erdman_3447	phoY1	CDS	Rv3301c	3688594	3689260	-	ratt
Erdman_3448	glpD2	CDS	Rv3302c	3689367	3691125	-	ratt
Erdman_3449	lpdA	CDS	Rv3303c	3691182	3692625	-	ratt
Erdman_3450	ERv3304	CDS	Rv3304	3693001	3693481	+	ratt
Erdman_3451	amiA1	CDS	Rv3305c	3693499	3694669	-	ratt
Erdman_3452	amiB1	CDS	Rv3306c	3694665	3695850	-	ratt
Erdman_3453	deoD	CDS	Rv3307	3695914	3696721	+	ratt
Erdman_3454	pmmB	CDS	Rv3308	3696724	3698329	+	ratt
Erdman_3455	upp	CDS	Rv3309c	3698330	3698954	-	ratt
Erdman_3456	sapM	CDS	Rv3310	3699058	3699958	+	ratt
Erdman_3457	ERv3311	CDS	Rv3311	3699981	3701244	+	ratt
Erdman_3458	ERv3312c	CDS	Rv3312c	3701264	3702191	-	ratt
Erdman_3459	ERv3312b	CDS	Rv3312b	3702216	3702387	-	ratt
Erdman_3460	ERv3312A	CDS	Rv3312A	3702565	3702877	-	ratt
Erdman_3461	add	CDS	Rv3313c	3702947	3704045	-	ratt
Erdman_3462	deoA	CDS	Rv3314c	3704044	3705328	-	ratt
Erdman_3463	cdd	CDS	Rv3315c	3705324	3705726	-	ratt
Erdman_3464	sdhC	CDS	Rv3316	3705962	3706301	+	ratt
Erdman_3465	sdhD	CDS	Rv3317	3706297	3706732	+	ratt
Erdman_3466	sdhA	CDS	Rv3318	3706860	3708633	+	ratt
Erdman_3467	sdhB	CDS	Rv3319	3708632	3709424	+	ratt
Erdman_3468	vapC44	CDS	Rv3320c	3709502	3709931	-	ratt
Erdman_3469	vapB44	CDS	Rv3321c	3709934	3710177	-	ratt
Erdman_3470	ERv3322c	CDS	Rv3322c	3710298	3710913	-	ratt
Erdman_3471	moaX	CDS	Rv3323c	3710909	3711206	-	ratt
Erdman_3472	tnp	CDS		3711618	3712503	+	bakta
Erdman_3473	ERv3327	CDS	Rv3327	3712709	3714500	+	ratt
Erdman_3474	sigJ	CDS	Rv3328c	3714432	3715371	-	ratt
Erdman_3475	ERv3329	CDS	Rv3329	3715430	3716747	+	ratt
Erdman_3476	dacB1	CDS	Rv3330	3716815	3718033	+	ratt
Erdman_3477	sugI	CDS	Rv3331	3718128	3719637	+	ratt
Erdman_3478	nagA	CDS	Rv3332	3719633	3720785	+	ratt
Erdman_3479	ERv3333c	CDS	Rv3333c	3720975	3721821	-	ratt
Erdman_3480	Erdman_3480	CDS		3721965	3722277	+	bakta
Erdman_3481	ERv3334	CDS	Rv3334	3722295	3722736	+	ratt
Erdman_3482	ERv3335c	CDS	Rv3335c	3722769	3723639	-	ratt
Erdman_3483	trpS	CDS	Rv3336c	3723659	3724670	-	ratt
Erdman_3484	Erdman_3484	CDS		3724954	3725587	+	bakta
Erdman_3485	icd1	CDS	Rv3339c	3725653	3726883	-	ratt
		regulatory		3727009	3727129	+	bakta
Erdman_3486	metC	CDS	Rv3340	3727165	3728515	+	ratt
Erdman_3487	metA	CDS	Rv3341	3728526	3729666	+	ratt
Erdman_3488	ERv3342	CDS	Rv3342	3729662	3730394	+	ratt
Erdman_3489	PPE54	CDS	Rv3343c	3730402	3736246	-	ratt
Erdman_3490	PE_PGRS49	CDS	Rv3344c	3736294	3737311	-	ratt
Erdman_3491	PE_PGRS50	CDS	Rv3345c	3740512	3742081	-	ratt
Erdman_3492	ERv3346c	CDS	Rv3346c	3742504	3742762	-	ratt
Erdman_3493	PPE55	CDS	Rv3347c	3743017	3752491	-	ratt
Erdman_3494	ERv3348	CDS	Rv3348	3753071	3753563	+	ratt
Erdman_3495	ERv3349c	CDS	Rv3349c	3753599	3754544	-	ratt
Erdman_3496	PPE56	CDS	Rv3350c	3760130	3766397	-	ratt
Erdman_3497	ERv3351c	CDS	Rv3351c	3766640	3767435	-	ratt
Erdman_3498	ERv3352c	CDS	Rv3352c	3767516	3767888	-	ratt
Erdman_3499	ERv3353c	CDS	Rv3353c	3768030	3768291	-	ratt
Erdman_3500	ERv3354	CDS	Rv3354	3768405	3768795	+	ratt
Erdman_3501	ERv3355c	CDS	Rv3355c	3768808	3769102	-	ratt
Erdman_3502	folD	CDS	Rv3356c	3769098	3769944	-	ratt
Erdman_3503	relJ	CDS	Rv3357	3770067	3770343	+	ratt
Erdman_3504	relK	CDS	Rv3358	3770339	3770597	+	ratt
Erdman_3505	ERv3359	CDS	Rv3359	3770638	3771829	+	ratt
Erdman_3506	ERv3360	CDS	Rv3360	3771945	3772314	+	ratt
Erdman_3507	ERv3361c	CDS	Rv3361c	3772310	3772862	-	ratt
Erdman_3508	ERv3362c	CDS	Rv3362c	3772868	3773450	-	ratt
Erdman_3509	ERv3363c	CDS	Rv3363c	3773430	3773799	-	ratt
Erdman_3510	ERv3364c	CDS	Rv3364c	3773776	3774169	-	ratt
Erdman_3511	ERv3365c	CDS	Rv3365c	3774165	3776796	-	ratt
Erdman_3512	spoU	CDS	Rv3366	3777031	3777496	+	ratt
Erdman_3513	PE_PGRS51	CDS	Rv3367	3777862	3779638	+	ratt
Erdman_3514	ERv3368c	CDS	Rv3368c	3779638	3780283	-	ratt
Erdman_3515	ERv3369	CDS	Rv3369	3780281	3780716	+	ratt
Erdman_3516	dnaE2	CDS	Rv3370c	3780804	3784044	-	ratt
Erdman_3517	ERv3371	CDS	Rv3371	3784235	3785576	+	ratt
Erdman_3518	otsB2	CDS	Rv3372	3785617	3786793	+	ratt
Erdman_3519	Erdman_3519	CDS		3786846	3786951	+	bakta
Erdman_3520	echA18	CDS	Rv3373	3787029	3787671	+	ratt
Erdman_3521	Erdman_3521	CDS		3787674	3787920	+	bakta
Erdman_3522	amiD	CDS	Rv3375	3787924	3789352	+	ratt
Erdman_3523	ERv3376	CDS	Rv3376	3789459	3790113	+	ratt
Erdman_3524	ERv3377c	CDS	Rv3377c	3790151	3791657	-	ratt
Erdman_3525	ERv3378c	CDS	Rv3378c	3791661	3792552	-	ratt
Erdman_3526	dxs2	CDS	Rv3379c	3792560	3794171	-	ratt
Erdman_3527	ERv3382c	CDS	Rv3382c	3794393	3795383	-	ratt
Erdman_3528	idsB	CDS	Rv3383c	3795382	3796435	-	ratt
Erdman_3529	vapC46	CDS	Rv3384c	3797188	3797581	-	ratt
Erdman_3530	vapB46	CDS	Rv3385c	3797580	3797889	-	ratt
Erdman_3531	ERv3386	CDS	Rv3386	3798037	3798742	+	ratt
Erdman_3532	ERv3387	CDS	Rv3387	3798731	3799409	+	ratt
Erdman_3533	PE_PGRS52	CDS	Rv3388	3799598	3801794	+	ratt
Erdman_3534	htdY	CDS	Rv3389c	3801864	3802737	-	ratt
Erdman_3535	lpqD	CDS	Rv3390	3802810	3803521	+	ratt
Erdman_3536	acrA1	CDS	Rv3391	3803566	3805519	+	ratt
Erdman_3537	cmaA1	CDS	Rv3392c	3805519	3806383	-	ratt
Erdman_3538	iunH	CDS	Rv3393	3806406	3807333	+	ratt
Erdman_3539	ERv3394c	CDS	Rv3394c	3807387	3808971	-	ratt
Erdman_3540	ERv3395c	CDS	Rv3395c	3808967	3809582	-	ratt
Erdman_3541	ERv3395A	CDS	Rv3395A	3809664	3810291	+	ratt
Erdman_3542	guaA	CDS	Rv3396c	3810446	3812024	-	ratt
Erdman_3543	phyA	CDS	Rv3397c	3812035	3812944	-	ratt
Erdman_3544	idsA1	CDS	Rv3398c	3812972	3814052	-	ratt
Erdman_3545	ERv3399	CDS	Rv3399	3814074	3815121	+	ratt
Erdman_3546	ERv3400	CDS	Rv3400	3815184	3815973	+	ratt
Erdman_3547	ERv3401	CDS	Rv3401	3815987	3818348	+	ratt
Erdman_3548	ERv3402c	CDS	Rv3402c	3818598	3819837	-	ratt
Erdman_3549	ERv3403c	CDS	Rv3403c	3820207	3821809	-	ratt
Erdman_3550	ERv3404c	CDS	Rv3404c	3821825	3822530	-	ratt
Erdman_3551	ERv3405c	CDS	Rv3405c	3822647	3823214	-	ratt
Erdman_3552	ERv3406	CDS	Rv3406	3823275	3824163	+	ratt
Erdman_3553	vapB47	CDS	Rv3407	3824197	3824497	+	ratt
Erdman_3554	vapC47	CDS	Rv3408	3824493	3824904	+	ratt
Erdman_3555	choD	CDS	Rv3409c	3824936	3826673	-	ratt
Erdman_3556	guaB3	CDS	Rv3410c	3826728	3827856	-	ratt
Erdman_3557	guaB2	CDS	Rv3411c	3827875	3829465	-	ratt
Erdman_3558	ERv3412	CDS	Rv3412	3829671	3830082	+	ratt
Erdman_3559	ERv3413c	CDS	Rv3413c	3830091	3830991	-	ratt
Erdman_3560	sigD	CDS	Rv3414c	3830983	3831622	-	ratt
Erdman_3561	ERv3415c	CDS	Rv3415c	3831639	3832467	-	ratt
Erdman_3562	whiB3	CDS	Rv3416	3832837	3833146	+	ratt
Erdman_3563	groEL1	CDS	Rv3417c	3833217	3834837	-	ratt
Erdman_3564	groES	CDS	Rv3418c	3834931	3835234	-	ratt
Erdman_3565	gcp	CDS	Rv3419c	3835500	3836535	-	ratt
Erdman_3566	rimI	CDS	Rv3420c	3836531	3837008	-	ratt
Erdman_3567	ERv3421c	CDS	Rv3421c	3837004	3837640	-	ratt
Erdman_3568	ERv3422c	CDS	Rv3422c	3837636	3838143	-	ratt
Erdman_3569	alr	CDS	Rv3423c	3838139	3839366	-	ratt
Erdman_3570	ERv3424c	CDS	Rv3424c	3839659	3840022	-	ratt
Erdman_3571	PPE57	CDS	Rv3425	3840184	3840715	+	ratt
Erdman_3572	PPE58	CDS	Rv3426	3840981	3841512	+	ratt
Erdman_3573	ERv3427c	CDS	Rv3427c	3841829	3842585	-	ratt
Erdman_3574	ERv3428c	CDS	Rv3428c	3841829	3843914	-	ratt
Erdman_3575	Erdman_3575	CDS		3843996	3844194	-	bakta
Erdman_3576	Erdman_3576	CDS		3844709	3845009	+	bakta
Erdman_3577	PPE59	CDS	Rv3429	3845094	3845637	+	ratt
Erdman_3578	Erdman_3578	CDS		3845727	3846123	+	bakta
Erdman_3579	ERv3430c	CDS	Rv3430c	3848007	3849171	-	ratt
Erdman_3580	ERv3430a	CDS	Rv3430a	3849209	3849365	-	ratt
Erdman_3581	Erdman_3581	CDS		3849389	3849554	-	bakta
Erdman_3582	Erdman_3582	CDS		3849591	3849696	-	bakta
Erdman_3583	Erdman_3583	CDS		3849659	3850505	-	bakta
Erdman_3584	gadB	CDS	Rv3432c	3850737	3852120	-	ratt
Erdman_3585	ERv3433c	CDS	Rv3433c	3852157	3853579	-	ratt
Erdman_3586	ERv3434c	CDS	Rv3434c	3853580	3854294	-	ratt
Erdman_3587	ERv3435c	CDS	Rv3435c	3854304	3855159	-	ratt
Erdman_3588	glmS	CDS	Rv3436c	3855380	3857255	-	ratt
Erdman_3589	ERv3437	CDS	Rv3437	3857276	3857753	+	ratt
Erdman_3590	ERv3438	CDS	Rv3438	3857762	3858605	+	ratt
Erdman_3591	ERv3439c	CDS	Rv3439c	3858624	3860028	-	ratt
Erdman_3592	ERv3440c	CDS	Rv3440c	3860030	3860342	-	ratt
Erdman_3593	mrsA	CDS	Rv3441c	3860389	3861736	-	ratt
Erdman_3594	rpsI	CDS	Rv3442c	3861860	3862316	-	ratt
Erdman_3595	rplM	CDS	Rv3443c	3862312	3862756	-	ratt
